what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338993659995
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338993663446
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338993663519
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338993668357
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338993674728
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338993835843
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1338993835871
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338993857230
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338994224949
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338994229835
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338994333079
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338994338501
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338994361611
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1338994361639
activated,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1338994371542
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338994378419
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338994386974
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineStart",1338994387890
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1338994389914
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1338994390095
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1338994390249
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1338994390424
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1338994390649
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1338994392759
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338994396839
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338994398744
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338994400314
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338994452247
